OBJECTID,Join_Count,TARGET_FID,PERMIT_YEAR,Class,PROJECT_DESCRIPTION,FINALED_DATE,CONTRACTOR,TOTAL_PAID,SUBAREA,NEIGHBORHOOD_AREA,Lat,Lon,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng
329,1,329,2016,Single family,Vehicle charging station,2017-02-16,NORTHWEST ELECTRIC & SOLAR,110,Southwest Bellevue,West Bellevue,47.600693,-122.204173,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
330,1,330,2013,Single family,A Single Family Residential New Structure Project Installing {1 Vehicle Charging Station},2013-06-13,MR ELECTRIC OF GREATER SEATTLE,105,Northeast Bellevue,Northeast Bellevue,47.643022,-122.116864,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
331,1,331,2012,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, Garage",2012-11-09,PUGET SOUND SOLAR LLC,102,Southwest Bellevue,West Bellevue,47.593837,-122.205289,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
332,1,332,2015,Single family,Vehicle Charging Station,2015-07-13,NORTHWEST ELECTRIC & SOLAR,108,Northeast Bellevue,Northeast Bellevue,47.632669,-122.1191,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
333,1,333,2016,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2016-07-25,IN-HOUSE ELECTRICAL SRVCS INC,110,Bridle Trails,Bridle Trails,47.643618,-122.178673,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
334,1,334,2016,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2016-10-11,POINTER ELECTRIC INC,110,Newcastle,Cougar Mountain / Lakemont,47.555595,-122.145179,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
335,1,335,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, Garage",2014-07-07,LADY ELECTRIC LLC,105,Southwest Bellevue,West Bellevue,47.59516,-122.203273,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
336,1,336,2011,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, EVSE located in garage",2011-11-01,PUGET SOUND SOLAR LLC,98,Northeast Bellevue,Northeast Bellevue,47.619058,-122.099627,53,033,023000,53033023000,230,Census Tract 230,G5020,S,3286160,2508903,+47.6205810,-122.1031787,42037.02737
337,1,337,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage",2013-03-08,PUGET SOUND SOLAR LLC,105,Newcastle,Cougar Mountain / Lakemont,47.561396,-122.127399,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
338,1,338,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-04-08,ELECTRI-CITY INC,110,Factoria,Newport,47.570905,-122.192523,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
339,1,339,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-01-16,123 Electric Service Inc,115,Eastgate,Lake Hills,47.58903,-122.131697,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
340,1,340,2016,Single family,A Single Family Residential Addition to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-06-03,Exact Electric LLC,110,Southeast Bellevue,Lake Hills,47.603415,-122.117794,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
341,1,341,2016,Single family,Install Vehicle Charging Station,2017-03-23,NORTHWEST ELECTRIC & SOLAR,110,Bridle Trails,Bridle Trails,47.634169,-122.150924,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
342,1,342,2016,Single family,Vehicle charging station,2016-10-21,NORTHWEST ELECTRIC & SOLAR,110,Southwest Bellevue,West Bellevue,47.59888,-122.203564,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
343,1,343,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Involving (1 Vehicle Charging Station), In garage, installed 50amp receptacle for charging electric car in garage",2013-11-14,Volt-Tech Electrical Services,105,Newcastle,Cougar Mountain / Lakemont,47.564789,-122.128745,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
344,1,344,2017,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1-Vehicle Charging Station},2018-01-17,NORTHWEST ELECTRIC & SOLAR,112,Newcastle,Eastgate,47.571,-122.121444,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
345,1,345,2015,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2015-12-11,NORTHWEST ELECTRIC & SOLAR,108,Bridle Trails,Bridle Trails,47.634025,-122.155952,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
346,1,346,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-03-24,ELECTRI-CITY INC,112,Newcastle,Cougar Mountain / Lakemont,47.543649,-122.113126,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
347,1,347,2015,Single family,Vehicle Charging Station and added/altered branch circuits.,2015-06-17,NORTHWEST ELECTRIC & SOLAR,108,Northeast Bellevue,Northeast Bellevue,47.642021,-122.114974,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
348,1,348,2010,Single family,A Single-Family Alteration project installing { Receptacles }  - JOB#2761 [WAR-0013] - INSTALL EV CHARGING STATION,2010-12-21,EVERGREEN POWER SYSTEMS INC,87,Newcastle,Cougar Mountain / Lakemont,47.551829,-122.100846,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
349,1,349,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-11-06,DICK HOWARD & SONS ELECT INC,112,Newcastle,Cougar Mountain / Lakemont,47.546455,-122.132212,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
350,1,350,2011,Single family,A Single-Family Alteration project installing   - In-home electric vehicle charger installation.  Install 110 circuit.,2011-04-07,PRIME ELECTRIC INC,68,North Bellevue,Northwest Bellevue,47.63512,-122.19963,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
351,1,351,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Involving (1 Vehicle Charging Station),2014-03-28,ACTIVE ENGINEERING,105,Bridle Trails,Bridle Trails,47.656361,-122.157697,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
352,1,352,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station},2013-07-15,G-TEK INC,105,Southwest Bellevue,West Bellevue,47.583378,-122.201041,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
353,1,353,2014,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Added or Altered Branch Circuits), GARAGE (SE# 327820), ADD RECEPTACLE FOR EV CHARGING",2014-05-13,SEAHURST ELECTRIC INC,58,Bridle Trails,Bridle Trails,47.645626,-122.171471,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
354,1,354,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-01-23,ELECTRI-CITY INC,110,Southeast Bellevue,West Lake Sammamish,47.600428,-122.111073,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
355,1,355,2017,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1-Feeder, 3-Light Fixtures, 2-Switches, 5-Receptacles, 3-Added or Altered Branch Circuits, 1-Panel, 2-Ground Rod} A Single Family Residential Alteration to Existing Structure Project Installing {1-Feeder, 3-Light Fixtures, 2-Switches, 5-Receptacles, 3-Added or Altered Branch Circuits, 1-Panel, 2-Ground Rod} Wiring for vehicle charging station",2017-10-18,Emerald City Electric,187,Wilburton/ne 8th St,Wilburton,47.603066,-122.171955,53,033,023601,53033023601,236.01,Census Tract 236.01,G5020,S,4602566,0,+47.6104586,-122.1719138,29387.58056
356,1,356,2012,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, EV Charger Installation",2013-10-03,PRIME ELECTRIC INC,102,Southwest Bellevue,West Bellevue,47.590955,-122.196529,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
357,1,357,2012,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, GARAGE INTERIOR, SUB PANEL ADDITION, NEW CIRCUIT FOR APPLIANCE OUTLET",2013-08-15,BEL-RED ELECTRIC SERVICE INC,102,Newcastle,Cougar Mountain / Lakemont,47.546568,-122.132328,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
358,1,358,2015,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2015-07-29,PUGET SOUND SOLAR LLC JEREMY JAMES SMITHSON,108,Newcastle,Eastgate,47.564055,-122.125334,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
359,1,359,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage",2013-02-15,PUGET SOUND SOLAR LLC,105,Newcastle,Cougar Mountain / Lakemont,47.558205,-122.14228,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
360,1,360,2011,Single family,"A Single Family Residential Addition to Existing Structure Project Installing {1 Vehicle Charging Station}, Next to parking stalls",2011-12-06,PRIME ELECTRIC INC,98,Bridle Trails,Bridle Trails,47.646615,-122.161178,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
361,1,361,2017,Single family,A Single Family Residential Addition to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-05-31,PUGET SOUND SOLAR LLC,112,North Bellevue,Northwest Bellevue,47.623279,-122.19276,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
362,1,362,2014,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station), Work will be done in electrical room and interior of residence, Installation of a electric vehicle charging station.",2014-03-18,PUGET SOUND SOLAR LLC,106,Wilburton/ne 8th St,Wilburton,47.61312,-122.17697,53,033,023601,53033023601,236.01,Census Tract 236.01,G5020,S,4602566,0,+47.6104586,-122.1719138,29387.58056
363,1,363,2017,Single family,"A Single Family Residential Addition to Existing Structure Project Installing {1-Panel, 200 amp}  Vehicle charging station.",2017-11-09,Emerald City Electric,259,Bridle Trails,Bridle Trails,47.64183,-122.168001,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
364,1,364,2011,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, Garage, EV Charger Installation",2012-09-28,PRIME ELECTRIC INC,98,Factoria,Somerset,47.549883,-122.147428,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
365,1,365,2011,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, GARAGE, JOB#2761 WAR-1106 - INSTALL EV CHARGING STATION",2011-11-02,EVERGREEN POWER SYSTEMS INC,98,Bridle Trails,Bridle Trails,47.636036,-122.149131,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
366,1,366,2018,Single family,A Single Family Residential Addition to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-10,OWNER,115,Newcastle,Eastgate,47.566612,-122.128651,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
367,1,367,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station),2017-06-07,ELECTRI-CITY INC,112,Wilburton/ne 8th St,Crossroads,47.612112,-122.156033,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
368,1,368,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station},2014-04-21,ACTIVE ENGINEERING,105,Newcastle,Eastgate,47.564055,-122.125332,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
369,1,369,2012,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage, EVSE installation",2013-04-03,PUGET SOUND SOLAR LLC JEREMY JAMES SMITHSON,102,Bridle Trails,Bridle Trails,47.655091,-122.144366,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
370,1,370,2011,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - install electric car charging station,2011-05-05,MERIDIAN CENTER ELECTRIC INC,60,Southeast Bellevue,West Lake Sammamish,47.599267,-122.110643,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
371,1,371,2016,Single family,Install vehicle charging station,2016-05-04,NORTHWEST ELECTRIC & SOLAR,110,Newport Hills,Newport,47.550925,-122.192141,53,033,024702,53033024702,247.02,Census Tract 247.02,G5020,S,6392898,797574,+47.5396242,-122.1897607,42350.3129
372,1,372,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Involving (1 Vehicle Charging Station), work will be done on the outside of the home",2013-10-11,PUGET SOUND SOLAR LLC,105,Southwest Bellevue,West Bellevue,47.583231,-122.201026,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
373,1,373,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-03-14,ARTISAN ELECTRIC INC,115,Southwest Bellevue,West Bellevue,47.603581,-122.203433,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
374,1,374,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-03-20,SEAHURST ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.548299,-122.127739,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
375,1,375,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-17,NORTHWEST ELECTRIC & SOLAR,115,Crossroads,Crossroads,47.623247,-122.130007,53,033,023202,53033023202,232.02,Census Tract 232.02,G5020,S,1470662,0,+47.6179632,-122.1270727,18211.66833
376,1,376,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-03-26,WALDRON POWER AND LIGHT CO,115,Richards Valley,Woodridge,47.593453,-122.173201,53,033,023500,53033023500,235,Census Tract 235,G5020,S,2273132,0,+47.5913824,-122.1728599,21843.19463
377,1,377,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-17,DRT INC,115,Factoria,Newport,47.55722,-122.192406,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
378,1,378,2018,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2018-03-29,IN-HOUSE ELECTRICAL SRVCS INC,115,Southeast Bellevue,West Lake Sammamish,47.605886,-122.113053,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
379,1,379,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-03-29,WALDRON POWER AND LIGHT CO,115,Northeast Bellevue,Northeast Bellevue,47.621426,-122.09285,53,033,023000,53033023000,230,Census Tract 230,G5020,S,3286160,2508903,+47.6205810,-122.1031787,42037.02737
380,1,380,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-03-29,Amped Electric & Mech LLC,115,Wilburton/ne 8th St,Crossroads,47.623647,-122.150437,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
381,1,381,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-20,AS YOU WISH ELECTRIC,115,North Bellevue,Northwest Bellevue,47.641278,-122.201875,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
382,1,382,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station) *add on panel upgrade and transfer switch box.,2018-12-20,24/7 ELECTRICAL COMPANY,308,Southeast Bellevue,Lake Hills,47.593228,-122.146321,53,033,023401,53033023401,234.01,Census Tract 234.01,G5020,S,3740203,0,+47.5867489,-122.1467322,29383.38189
383,1,383,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-20,SWITCH ELECTRIC LLC,115,Crossroads,Lake Hills,47.615241,-122.136371,53,033,023201,53033023201,232.01,Census Tract 232.01,G5020,S,1589789,0,+47.6186062,-122.1375409,18583.74069
384,1,384,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station),2018-12-21,SEATOWN ELECTRIC CORP,115,Southwest Bellevue,West Bellevue,47.592038,-122.196121,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
385,1,385,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-21,ARTISAN ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.557875,-122.124784,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
386,1,386,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-04-03,BLACK LION HEATING & A/C LLC,115,Wilburton/ne 8th St,Crossroads,47.623091,-122.142266,53,033,023201,53033023201,232.01,Census Tract 232.01,G5020,S,1589789,0,+47.6186062,-122.1375409,18583.74069
387,1,387,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-04-04,SEAHURST ELECTRIC INC,115,Bridle Trails,Bridle Trails,47.641285,-122.153585,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
388,1,388,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-26,OWNER,115,Eastgate,West Lake Sammamish,47.582006,-122.117169,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
389,1,389,2018,Single family,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station, 2 Added or Altered Branch Circuits)",2018-12-31,SEQUOYAH ELECTRIC LLC,223,Factoria,Newport,47.570397,-122.187541,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
390,1,390,2018,Single family,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station, 2 Added or Altered Branch Circuits)",2018-12-31,SEQUOYAH ELECTRIC LLC,223,Factoria,Newport,47.571378,-122.191053,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
391,1,391,2017,Single family,Car charger,2017-04-13,The Runners LLC,112,Southeast Bellevue,Lake Hills,47.600352,-122.141841,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
392,1,392,2018,Single family,A Single Family Residential Addition to Existing Structure Project Installing {1-Vehicle Charging Station},2018-04-12,The Runners LLC,115,Northeast Bellevue,Northeast Bellevue,47.623178,-122.112785,53,033,023000,53033023000,230,Census Tract 230,G5020,S,3286160,2508903,+47.6205810,-122.1031787,42037.02737
393,1,393,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-04-12,SEAHURST ELECTRIC INC,115,Southwest Bellevue,West Bellevue,47.5899,-122.197232,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
394,1,394,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-04-18,BEL-RED ELECTRIC SERVICE INC,115,Newcastle,Cougar Mountain / Lakemont,47.542033,-122.1368,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
395,1,395,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-04-23,BEST BUILT INC,115,Newport Hills,Newport,47.544276,-122.186895,53,033,024702,53033024702,247.02,Census Tract 247.02,G5020,S,6392898,797574,+47.5396242,-122.1897607,42350.3129
396,1,396,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-04-23,MIRSKY ELECTRIC INC,115,Southwest Bellevue,West Bellevue,47.587033,-122.194806,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
397,1,397,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-04-30,NORTHWEST ELECTRIC & SOLAR,115,Factoria,Somerset,47.5658,-122.163776,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
398,1,398,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-01,OWNER,115,Eastgate,West Lake Sammamish,47.585996,-122.116313,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
399,1,399,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-09,KINTER ELECTRIC INC,115,Bridle Trails,Bridle Trails,47.635815,-122.166476,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
400,1,400,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-03,24/7 ELECTRICAL COMPANY,115,Newcastle,Cougar Mountain / Lakemont,47.556049,-122.12356,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
401,1,401,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-14,CUSTOM ELECTRICAL SERVICES LLC,232,North Bellevue,Northwest Bellevue,47.641491,-122.20578,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
402,1,402,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-04,OWNER,115,Factoria,Factoria,47.572409,-122.161186,53,033,024800,53033024800,248,Census Tract 248,G5020,S,3775702,0,+47.5743916,-122.1521009,42358.52973
403,1,403,2018,Single family,A Single Family Residential New Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-07,ARTISAN ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.556971,-122.134253,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
404,1,404,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-15,BLACK LION HEATING & A/C LLC,115,Factoria,Somerset,47.547259,-122.158453,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
405,1,405,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-16,SEATOWN ELECTRIC CORP,115,Southwest Bellevue,West Bellevue,47.587515,-122.203972,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
406,1,406,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-10,SEATOWN ELECTRIC CORP,115,Crossroads,Crossroads,47.62034,-122.123003,53,033,023202,53033023202,232.02,Census Tract 232.02,G5020,S,1470662,0,+47.6179632,-122.1270727,18211.66833
407,1,407,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-03-09,SWITCH ELECTRIC LLC,115,Factoria,Newport,47.548126,-122.196556,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
408,1,408,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-11-21,SWITCH ELECTRIC LLC,110,Factoria,Somerset,47.566428,-122.161253,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
409,1,409,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-08-17,SWITCH ELECTRIC LLC,110,Southeast Bellevue,Lake Hills,47.604796,-122.135878,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
410,1,410,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-05-26,SWITCH ELECTRIC LLC,110,Factoria,Somerset,47.552068,-122.159767,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
